zone;week;climatic_year;cum_inflow_into_reservoirs;cum_nat_inflow_into_pump-storage_reservoirs
germany;21;2008;9.408;6.753
germany;21;2009;13.577;8.928
germany;21;2010;14.475;2.981
germany;21;2011;18.623;6.758
germany;21;2012;17.605;9.178
germany;21;2013;18.954;3.370
germany;21;2014;18.178;7.401
germany;21;2015;14.654;4.195
germany;21;2016;26.190;1.500
germany;21;2017;9.472;5.520
germany;22;1982;18.844;9.670
germany;22;1983;13.309;3.343
germany;22;1984;32.593;7.051
germany;22;1985;5.880;5.564
germany;22;1986;11.208;6.010
germany;22;1987;28.596;13.239
germany;22;1988;22.220;8.511
germany;22;1989;25.670;11.279
germany;22;1990;25.604;6.479
germany;22;1991;24.580;11.159
germany;22;1992;21.830;9.169
germany;22;1993;21.618;6.747
germany;22;1994;17.424;4.294
germany;22;1995;10.728;6.798
germany;22;1996;43.648;11.930
germany;22;1997;14.950;8.857
germany;22;1998;22.329;5.719
germany;22;1999;11.067;13.000
germany;22;2000;21.582;9.882
germany;22;2001;23.584;7.552
germany;22;2002;14.392;6.355
germany;22;2003;17.856;7.932
germany;22;2004;17.526;6.251
germany;22;2005;24.217;7.469
germany;22;2006;19.533;13.837
germany;22;2007;30.112;8.173
germany;22;2008;12.449;5.937
germany;22;2009;16.001;9.378
germany;22;2010;12.026;4.628
germany;22;2011;21.095;6.526
germany;22;2012;16.437;7.874
germany;22;2013;10.863;5.428
germany;22;2014;2.205;4.821
germany;22;2015;16.752;7.271
germany;22;2016;22.757;3.819
germany;22;2017;12.171;4.793
germany;23;1982;15.741;8.416
germany;23;1983;15.125;7.319
germany;23;1984;78.426;8.190
germany;23;1985;13.544;5.442
germany;23;1986;16.086;8.924
germany;23;1987;19.346;11.093
germany;23;1988;23.130;8.474
germany;23;1989;24.688;9.443
germany;23;1990;26.778;1.962
germany;23;1991;17.233;6.812
germany;23;1992;23.340;8.302
germany;23;1993;21.837;4.207
germany;23;1994;17.917;5.433
germany;23;1995;3.523;6.599
germany;23;1996;40.760;10.304
germany;23;1997;21.607;9.491
germany;23;1998;23.579;3.285
germany;23;1999;13.212;9.078
germany;23;2000;23.368;8.449
germany;23;2001;30.875;7.170
germany;23;2002;15.727;6.507
germany;23;2003;25.506;7.252
germany;23;2004;23.275;6.142
germany;23;2005;23.974;7.827
germany;23;2006;29.764;21.403
germany;23;2007;26.435;4.584
germany;23;2008;14.426;4.997
germany;23;2009;27.685;12.121
germany;23;2010;13.578;2.628
germany;23;2011;20.600;5.886
germany;23;2012;18.722;8.334
germany;23;2013;0.739;9.598
germany;23;2014;22.001;5.287
germany;23;2015;14.563;6.348
germany;23;2016;18.030;3.920
germany;23;2017;16.667;5.720
germany;24;1982;17.968;7.496
germany;24;1983;12.618;7.146
germany;24;1984;24.021;3.381
germany;24;1985;25.618;5.632
germany;24;1986;15.090;9.643
germany;24;1987;16.447;7.444
germany;24;1988;18.639;7.639
germany;24;1989;27.472;9.340
germany;24;1990;45.841;5.500
germany;24;1991;16.399;4.019
germany;24;1992;31.468;8.800
germany;24;1993;27.116;6.922
germany;24;1994;18.784;5.016
germany;24;1995;1.821;8.729
germany;24;1996;39.403;10.493
germany;24;1997;23.561;5.410
germany;24;1998;23.590;1.550
germany;24;1999;13.665;8.326
germany;24;2000;19.477;6.612
germany;24;2001;29.834;3.912
germany;24;2002;17.078;5.783
germany;24;2003;25.295;6.311
germany;24;2004;24.745;4.279
germany;24;2005;25.342;9.442
germany;24;2006;31.286;18.052
germany;24;2007;33.816;3.143
germany;24;2008;16.080;4.726
germany;24;2009;26.844;6.842
germany;24;2010;20.014;2.982
germany;24;2011;25.102;6.947
germany;24;2012;21.127;6.788
germany;24;2013;2.286;10.252
germany;24;2014;28.754;5.582
germany;24;2015;20.114;7.020
germany;24;2016;19.140;4.883
germany;24;2017;15.648;4.344
germany;25;1982;28.869;5.687
germany;25;1983;17.207;7.381
germany;25;1984;18.074;3.809
germany;25;1985;25.241;12.841
germany;25;1986;19.426;8.656
germany;25;1987;23.353;7.620
germany;25;1988;22.792;7.097
germany;25;1989;33.411;11.082
germany;25;1990;31.340;1.626
germany;25;1991;1.679;10.726
germany;25;1992;37.712;7.491
germany;25;1993;30.624;6.182
germany;25;1994;19.453;6.943
germany;25;1995;1.679;15.371
germany;25;1996;37.072;10.645
germany;25;1997;31.541;4.592
germany;25;1998;19.121;4.579
germany;25;1999;16.150;7.426
germany;25;2000;27.309;8.684
germany;25;2001;38.098;6.747
germany;25;2002;19.050;5.201
germany;25;2003;25.225;6.453
germany;25;2004;30.786;5.031
germany;25;2005;24.940;8.815
germany;25;2006;26.671;12.553
germany;25;2007;35.791;3.213
germany;25;2008;19.257;5.579
germany;25;2009;30.459;7.345
germany;25;2010;22.330;3.475
germany;25;2011;22.112;6.634
germany;25;2012;29.241;5.680
germany;25;2013;17.475;7.597
germany;25;2014;30.265;4.413
germany;25;2015;20.573;4.696
germany;25;2016;22.485;10.280
germany;25;2017;21.899;3.416
germany;26;1982;26.622;6.067
germany;26;1983;21.680;8.541
germany;26;1984;13.986;3.843
germany;26;1985;32.443;18.275
germany;26;1986;28.629;5.694
germany;26;1987;26.509;7.721
germany;26;1988;24.168;9.238
germany;26;1989;34.521;8.938
germany;26;1990;35.258;1.025
germany;26;1991;13.394;1.365
germany;26;1992;41.795;7.750
germany;26;1993;25.824;1.621
germany;26;1994;20.190;6.741
germany;26;1995;7.053;13.398
germany;26;1996;39.275;9.464
germany;26;1997;27.250;0.855
germany;26;1998;28.020;4.153
germany;26;1999;21.785;8.265
germany;26;2000;29.405;9.482
germany;26;2001;43.027;6.293
germany;26;2002;20.041;5.370
germany;26;2003;27.952;6.899
germany;26;2004;31.567;4.792
germany;26;2005;27.628;6.969
germany;26;2006;29.174;9.412
germany;26;2007;24.452;0.779
germany;26;2008;23.495;4.331
germany;26;2009;45.496;12.735
germany;26;2010;23.500;5.345
germany;26;2011;18.580;4.341
germany;26;2012;32.972;9.847
germany;26;2013;15.613;12.403
germany;26;2014;29.113;5.010
germany;26;2015;21.907;3.712
germany;26;2016;19.454;5.049
germany;26;2017;29.731;3.199
germany;27;1982;29.622;6.738
germany;27;1983;22.133;6.336
germany;27;1984;15.732;2.342
germany;27;1985;33.916;12.768
germany;27;1986;25.729;7.489
germany;27;1987;21.538;7.292
germany;27;1988;25.999;8.372
germany;27;1989;34.972;5.930
germany;27;1990;36.038;1.003
germany;27;1991;17.783;2.838
germany;27;1992;42.558;7.160
germany;27;1993;27.555;3.812
germany;27;1994;22.001;6.605
germany;27;1995;15.331;11.540
germany;27;1996;40.297;9.030
germany;27;1997;23.611;3.412
germany;27;1998;29.237;2.546
germany;27;1999;21.977;7.059
germany;27;2000;28.718;9.859
germany;27;2001;39.569;6.559
germany;27;2002;21.255;5.556
germany;27;2003;24.670;6.512
germany;27;2004;27.673;4.949
germany;27;2005;31.253;6.429
germany;27;2006;30.105;10.324
germany;27;2007;23.511;1.637
germany;27;2008;26.249;4.158
germany;27;2009;43.791;16.816
germany;27;2010;24.383;5.705
germany;27;2011;20.947;5.902
germany;27;2012;26.771;7.604
germany;27;2013;20.735;14.136
germany;27;2014;26.837;4.076
germany;27;2015;32.032;3.379
germany;27;2016;20.856;2.837
germany;27;2017;9.391;3.412
germany;28;1982;30.238;8.810
germany;28;1983;25.683;7.348
germany;28;1984;17.891;2.804
germany;28;1985;35.762;10.069
germany;28;1986;25.731;5.921
germany;28;1987;24.219;5.941
germany;28;1988;24.237;6.778
germany;28;1989;38.070;5.265
germany;28;1990;35.152;5.004
germany;28;1991;25.768;3.343
germany;28;1992;36.796;4.607
germany;28;1993;18.759;5.160
germany;28;1994;16.291;6.500
germany;28;1995;17.662;9.559
germany;28;1996;15.933;16.403
germany;28;1997;40.219;6.833
germany;28;1998;27.932;4.595
germany;28;1999;25.933;5.011
germany;28;2000;25.980;8.795
germany;28;2001;32.157;7.052
germany;28;2002;25.411;6.588
germany;28;2003;25.470;6.803
germany;28;2004;25.795;0.771
germany;28;2005;35.455;12.903
germany;28;2006;34.950;10.787
germany;28;2007;19.933;3.714
germany;28;2008;20.965;3.709
germany;28;2009;43.322;15.616
germany;28;2010;24.480;5.405
germany;28;2011;18.099;7.293
germany;28;2012;25.448;9.003
germany;28;2013;26.916;12.857
germany;28;2014;21.776;5.519
germany;28;2015;31.915;2.417
germany;28;2016;24.182;2.910
germany;28;2017;25.974;2.260
germany;29;1982;30.978;8.886
germany;29;1983;27.508;6.773
germany;29;1984;20.812;4.133
germany;29;1985;38.079;7.824
germany;29;1986;29.166;9.418
germany;29;1987;23.166;1.580
germany;29;1988;24.024;6.786
germany;29;1989;41.720;4.637
germany;29;1990;36.993;7.627
germany;29;1991;28.996;2.716
germany;29;1992;40.078;5.994
germany;29;1993;18.380;11.131
germany;29;1994;21.899;6.738
germany;29;1995;18.711;8.804
germany;29;1996;43.801;13.610
germany;29;1997;36.160;6.063
germany;29;1998;23.939;6.146
germany;29;1999;27.548;4.654
germany;29;2000;17.822;3.958
germany;29;2001;32.401;3.952
germany;29;2002;32.298;12.671
germany;29;2003;27.213;6.384
germany;29;2004;20.998;3.809
germany;29;2005;37.943;10.662
germany;29;2006;34.175;10.370
germany;29;2007;27.045;4.765
germany;29;2008;19.799;1.870
germany;29;2009;38.421;13.161
germany;29;2010;23.605;6.894
germany;29;2011;7.343;5.636
germany;29;2012;25.536;8.698
germany;29;2013;29.962;12.488
germany;29;2014;27.236;2.385
germany;29;2015;29.590;2.312
germany;29;2016;24.513;4.770
germany;29;2017;26.298;2.882
germany;30;1982;30.562;8.063
germany;30;1983;29.207;6.421
germany;30;1984;20.923;5.369
germany;30;1985;26.562;7.166
germany;30;1986;27.052;4.002
germany;30;1987;22.847;1.762
germany;30;1988;21.847;7.981
germany;30;1989;42.436;11.953
germany;30;1990;35.601;6.343
germany;30;1991;29.081;3.355
germany;30;1992;38.735;6.682
germany;30;1993;26.018;9.983
germany;30;1994;22.159;6.420
germany;30;1995;17.528;7.264
germany;30;1996;33.944;14.265
germany;30;1997;42.599;16.838
germany;30;1998;25.412;7.187
germany;30;1999;25.490;6.165
germany;30;2000;25.878;6.806
germany;30;2001;34.465;6.838
germany;30;2002;24.466;9.658
germany;30;2003;21.099;5.495
germany;30;2004;29.530;3.575
germany;30;2005;35.870;10.725
germany;30;2006;37.137;11.639
germany;30;2007;24.013;1.534
germany;30;2008;23.756;5.522
germany;30;2009;28.860;10.091
germany;30;2010;11.156;5.491
germany;30;2011;0.489;3.951
germany;30;2012;21.392;10.611
germany;30;2013;30.999;11.498
germany;30;2014;29.962;4.334
germany;30;2015;28.681;2.305
germany;30;2016;30.063;7.085
germany;30;2017;19.266;1.234
germany;31;1982;33.689;3.327
germany;31;1983;29.870;5.831
germany;31;1984;25.800;4.420
germany;31;1985;15.978;7.785
germany;31;1986;31.670;7.001
germany;31;1987;16.836;5.508
germany;31;1988;19.741;6.527
germany;31;1989;42.758;8.678
germany;31;1990;35.158;3.924
germany;31;1991;44.012;6.283
germany;31;1992;40.605;6.520
germany;31;1993;32.444;11.646
germany;31;1994;22.831;6.160
germany;31;1995;17.424;8.441
germany;31;1996;30.685;11.544
germany;31;1997;35.549;15.936
germany;31;1998;27.062;4.283
germany;31;1999;25.118;6.366
germany;31;2000;24.798;5.854
germany;31;2001;38.698;6.180
germany;31;2002;18.846;7.987
germany;31;2003;20.645;5.177
germany;31;2004;25.862;2.872
germany;31;2005;30.171;10.494
germany;31;2006;34.880;10.625
germany;31;2007;15.331;5.540
germany;31;2008;27.506;7.031
germany;31;2009;28.954;9.903
germany;31;2010;21.499;5.843
germany;31;2011;7.723;4.456
germany;31;2012;23.902;9.760
germany;31;2013;33.607;8.771
germany;31;2014;29.341;3.631
germany;31;2015;17.240;0.931
germany;31;2016;28.843;6.472
germany;31;2017;17.951;6.120
germany;32;1982;33.687;5.948
germany;32;1983;21.613;19.978
germany;32;1984;26.539;3.611
germany;32;1985;24.966;13.898
germany;32;1986;29.038;7.205
germany;32;1987;16.643;7.078
germany;32;1988;25.116;6.127
germany;32;1989;30.997;9.839
germany;32;1990;32.799;2.791
germany;32;1991;39.303;8.276
germany;32;1992;40.330;6.276
germany;32;1993;25.453;11.189
germany;32;1994;21.957;6.033
germany;32;1995;20.261;8.863
germany;32;1996;33.663;9.724
germany;32;1997;35.193;13.298
germany;32;1998;25.506;4.351
germany;32;1999;25.943;6.109
germany;32;2000;24.676;5.550
germany;32;2001;28.052;5.010
germany;32;2002;25.566;7.247
germany;32;2003;25.945;6.565
germany;32;2004;34.205;6.971
germany;32;2005;20.175;8.037
germany;32;2006;25.073;8.554
germany;32;2007;11.531;7.129
germany;32;2008;22.160;5.454
germany;32;2009;31.313;9.263
germany;32;2010;1.488;7.527
germany;32;2011;10.214;4.644
germany;32;2012;21.041;8.388
germany;32;2013;27.471;11.278
germany;32;2014;26.258;2.293
germany;32;2015;21.769;2.412
germany;32;2016;24.491;3.192
germany;32;2017;23.963;3.106
germany;33;1982;31.584;6.048
germany;33;1983;30.301;10.842
germany;33;1984;26.037;5.984
germany;33;1985;26.492;9.985
germany;33;1986;31.234;3.916
germany;33;1987;17.794;8.303
germany;33;1988;27.122;7.105
germany;33;1989;30.922;8.452
germany;33;1990;26.769;3.787
germany;33;1991;33.157;8.558
germany;33;1992;30.804;5.751
germany;33;1993;13.964;10.021
germany;33;1994;22.957;6.484
germany;33;1995;21.096;7.871
germany;33;1996;14.734;9.762
germany;33;1997;36.648;11.430
germany;33;1998;28.498;6.379
germany;33;1999;21.155;5.065
germany;33;2000;24.546;8.596
germany;33;2001;27.048;6.131
germany;33;2002;35.762;32.735
germany;33;2003;22.758;6.676
germany;33;2004;25.261;5.377
germany;33;2005;22.467;8.280
germany;33;2006;36.481;9.508
germany;33;2007;17.411;5.851
germany;33;2008;13.509;5.851
germany;33;2009;31.774;9.770
germany;33;2010;7.880;10.464
germany;33;2011;8.255;4.710
germany;33;2012;18.435;6.514
germany;33;2013;28.578;11.435
germany;33;2014;22.084;4.771
germany;33;2015;20.561;3.736
germany;33;2016;29.650;3.618
germany;33;2017;22.616;3.143
germany;34;1982;22.401;4.555
germany;34;1983;32.940;11.067
germany;34;1984;27.430;5.431
germany;34;1985;26.857;12.101
germany;34;1986;17.217;3.018
germany;34;1987;23.892;8.078
germany;34;1988;26.363;7.016
germany;34;1989;35.436;6.940
germany;34;1990;20.096;4.754
germany;34;1991;28.396;9.512
germany;34;1992;29.586;6.025
germany;34;1993;14.724;10.595
germany;34;1994;19.662;6.828
germany;34;1995;21.361;7.634
germany;34;1996;26.442;12.917
germany;34;1997;35.860;9.473
germany;34;1998;23.148;4.700
germany;34;1999;16.861;3.044
germany;34;2000;28.398;10.980
germany;34;2001;32.126;7.062
germany;34;2002;24.813;16.286
germany;34;2003;19.318;5.310
germany;34;2004;14.782;6.642
germany;34;2005;28.105;7.779
germany;34;2006;29.132;7.393
germany;34;2007;15.937;9.295
germany;34;2008;12.006;5.152
germany;34;2009;31.680;10.551
germany;34;2010;9.276;6.941
germany;34;2011;9.559;5.223
germany;34;2012;24.334;9.272
germany;34;2013;22.255;10.871
germany;34;2014;12.354;4.398
germany;34;2015;21.715;0.248
germany;34;2016;27.963;7.498
germany;34;2017;24.614;3.211
germany;35;1982;15.953;7.641
germany;35;1983;32.493;10.671
germany;35;1984;28.504;7.944
germany;35;1985;25.814;9.753
germany;35;1986;28.233;1.305
germany;35;1987;22.528;7.153
germany;35;1988;24.347;5.655
germany;35;1989;42.819;8.670
germany;35;1990;22.189;5.028
germany;35;1991;24.017;8.906
germany;35;1992;29.145;4.719
germany;35;1993;9.657;5.691
germany;35;1994;22.767;9.988
germany;35;1995;21.971;8.226
germany;35;1996;18.536;12.729
germany;35;1997;27.223;8.054
germany;35;1998;17.877;4.223
germany;35;1999;19.351;4.640
germany;35;2000;25.708;10.447
germany;35;2001;29.795;5.750
germany;35;2002;20.649;13.450
germany;35;2003;17.005;4.767
germany;35;2004;17.484;5.140
germany;35;2005;13.349;5.583
germany;35;2006;31.589;7.202
germany;35;2007;19.589;5.109
germany;35;2008;10.585;7.511
germany;35;2009;29.234;9.633
germany;35;2010;15.078;16.141
germany;35;2011;6.626;6.483
germany;35;2012;19.940;8.441
germany;35;2013;20.947;7.481
germany;35;2014;11.149;5.698
germany;35;2015;16.245;1.344
germany;35;2016;30.920;4.707
germany;35;2017;23.111;5.022
germany;36;1982;21.181;6.722
germany;36;1983;31.146;10.718
germany;36;1984;27.387;6.763
germany;36;1985;22.904;13.588
germany;36;1986;25.640;5.881
germany;36;1987;22.771;7.148
germany;36;1988;19.334;7.227
germany;36;1989;29.451;13.602
germany;36;1990;17.234;4.493
germany;36;1991;20.508;8.847
germany;36;1992;20.051;1.432
germany;36;1993;18.752;9.784
germany;36;1994;20.633;7.909
germany;36;1995;10.792;11.259
germany;36;1996;32.843;12.694
germany;36;1997;26.186;8.637
germany;36;1998;13.345;6.702
germany;36;1999;21.352;4.940
germany;36;2000;18.468;7.605
germany;36;2001;25.313;2.778
germany;36;2002;21.444;11.812
germany;36;2003;16.193;3.760
germany;36;2004;17.001;4.300
germany;36;2005;26.959;10.750
germany;36;2006;23.820;3.072
germany;36;2007;28.422;7.671
germany;36;2008;11.823;6.834
germany;36;2009;21.070;9.570
germany;36;2010;8.585;11.869
germany;36;2011;4.334;6.531
germany;36;2012;13.805;6.536
germany;36;2013;25.620;10.625
germany;36;2014;12.692;5.602
germany;36;2015;13.264;1.858
germany;36;2016;28.545;5.161
germany;36;2017;9.972;4.242
germany;37;1982;23.812;7.530
germany;37;1983;27.763;9.014
germany;37;1984;7.747;5.220
germany;37;1985;24.164;15.271
germany;37;1986;20.081;7.063
germany;37;1987;17.711;7.040
germany;37;1988;20.289;7.986
germany;37;1989;29.212;9.449
germany;37;1990;13.889;2.629
germany;37;1991;14.701;7.874
germany;37;1992;21.060;3.883
germany;37;1993;19.371;11.349
germany;37;1994;12.157;7.311
germany;37;1995;16.977;10.887
germany;37;1996;34.819;12.871
germany;37;1997;26.895;8.615
germany;37;1998;4.242;7.438
germany;37;1999;22.299;5.900
germany;37;2000;11.876;6.521
germany;37;2001;20.948;3.412
germany;37;2002;19.912;10.840
germany;37;2003;10.412;3.622
germany;37;2004;22.811;5.647
germany;37;2005;28.717;12.195
germany;37;2006;22.768;7.847
germany;37;2007;25.135;9.321
germany;37;2008;10.196;6.325
germany;37;2009;19.595;9.023
germany;37;2010;11.057;12.065
germany;37;2011;1.875;6.696
germany;37;2012;24.443;8.535
germany;37;2013;9.900;6.872
germany;37;2014;9.924;6.819
germany;37;2015;11.738;0.460
germany;37;2016;20.557;6.607
germany;37;2017;6.183;5.681
germany;38;1982;23.730;8.243
germany;38;1983;18.265;6.031
germany;38;1984;6.746;12.827
germany;38;1985;21.457;13.668
germany;38;1986;10.443;5.662
germany;38;1987;17.017;8.028
germany;38;1988;18.754;8.207
germany;38;1989;23.825;9.582
germany;38;1990;10.668;3.543
germany;38;1991;11.640;6.861
germany;38;1992;25.810;5.764
germany;38;1993;13.984;3.866
germany;38;1994;5.665;7.447
germany;38;1995;20.509;10.269
germany;38;1996;32.710;11.702
germany;38;1997;20.348;9.684
germany;38;1998;6.555;21.640
germany;38;1999;19.445;5.685
germany;38;2000;15.651;7.635
germany;38;2001;24.424;9.351
germany;38;2002;20.371;10.874
germany;38;2003;17.382;3.647
germany;38;2004;18.494;3.206
germany;38;2005;19.804;10.782
germany;38;2006;24.323;10.073
germany;38;2007;16.341;7.144
germany;38;2008;14.808;5.326
germany;38;2009;19.416;7.908
germany;38;2010;5.636;12.011
germany;38;2011;2.068;6.573
germany;38;2012;25.571;9.073
germany;38;2013;9.042;6.715
germany;38;2014;1.064;7.069
germany;38;2015;9.848;1.506
germany;38;2016;6.569;6.676
germany;38;2017;7.363;5.245
germany;39;1982;20.655;7.501
germany;39;1983;15.621;9.965
germany;39;1984;16.155;14.219
germany;39;1985;19.474;13.591
germany;39;1986;16.566;4.617
germany;39;1987;15.349;5.124
germany;39;1988;17.402;7.471
germany;39;1989;22.878;9.934
germany;39;1990;3.612;3.305
germany;39;1991;13.053;6.426
germany;39;1992;25.404;6.121
germany;39;1993;18.712;6.975
germany;39;1994;6.728;6.994
germany;39;1995;19.682;10.057
germany;39;1996;23.666;8.784
germany;39;1997;19.732;10.069
germany;39;1998;17.578;16.947
germany;39;1999;13.600;2.881
germany;39;2000;7.533;7.270
germany;39;2001;15.172;11.697
germany;39;2002;8.690;11.465
germany;39;2003;16.671;4.629
germany;39;2004;8.527;8.586
germany;39;2005;24.613;9.398
germany;39;2006;40.033;2.422
germany;39;2007;10.216;5.151
germany;39;2008;15.670;6.712
germany;39;2009;20.853;7.751
germany;39;2010;1.628;11.665
germany;39;2011;3.933;5.534
germany;39;2012;21.700;9.462
germany;39;2013;17.376;11.986
germany;39;2014;1.679;6.051
germany;39;2015;7.989;0.911
germany;39;2016;6.595;3.307
germany;39;2017;9.790;8.983
germany;40;1982;16.552;6.474
germany;40;1983;22.563;11.395
germany;40;1984;22.508;16.433
germany;40;1985;21.835;12.033
germany;40;1986;16.207;6.029
germany;40;1987;9.432;5.505
germany;40;1988;6.039;7.795
germany;40;1989;21.478;9.492
germany;40;1990;5.394;4.319
germany;40;1991;3.513;4.786
germany;40;1992;23.079;5.459
germany;40;1993;18.308;5.889
germany;40;1994;15.315;6.558
germany;40;1995;13.657;8.640
germany;40;1996;13.330;5.805
germany;40;1997;19.050;9.252
germany;40;1998;20.658;16.379
germany;40;1999;3.969;3.357
germany;40;2000;14.027;8.662
germany;40;2001;9.191;12.876
germany;40;2002;10.934;13.076
germany;40;2003;9.559;4.099
germany;40;2004;6.432;8.573
germany;40;2005;16.416;8.385
germany;40;2006;28.407;7.301
germany;40;2007;7.040;4.805
germany;40;2008;5.015;6.445
germany;40;2009;15.488;7.622
germany;40;2010;17.150;32.301
germany;40;2011;8.413;6.301
germany;40;2012;3.427;9.892
germany;40;2013;18.805;11.013
germany;40;2014;8.304;6.920
germany;40;2015;10.842;2.015
germany;40;2016;12.889;5.882
germany;40;2017;9.376;9.872
germany;41;1982;18.612;5.845
germany;41;1983;19.740;10.691
germany;41;1984;12.482;15.493
germany;41;1985;12.197;11.261
germany;41;1986;14.423;6.280
germany;41;1987;8.679;7.660
germany;41;1988;6.067;6.459
germany;41;1989;24.781;11.942
germany;41;1990;5.330;5.371
germany;41;1991;10.620;5.683
germany;41;1992;21.654;4.326
germany;41;1993;24.298;6.272
germany;41;1994;12.055;6.266
germany;41;1995;11.593;8.815
germany;41;1996;25.307;8.268
germany;41;1997;7.181;9.126
germany;41;1998;26.476;18.413
germany;41;1999;3.726;3.471
germany;41;2000;13.970;8.601
germany;41;2001;11.442;9.710
germany;41;2002;5.681;11.196
germany;41;2003;10.325;1.605
germany;41;2004;9.322;8.405
germany;41;2005;11.471;6.620
germany;41;2006;23.311;1.715
germany;41;2007;12.127;4.115
germany;41;2008;0.186;6.766
germany;41;2009;10.158;6.265
germany;41;2010;9.167;16.109
germany;41;2011;7.322;5.895
germany;41;2012;3.404;8.006
germany;41;2013;19.543;10.193
germany;41;2014;6.407;4.006
germany;41;2015;11.292;1.804
germany;41;2016;8.822;6.613
germany;41;2017;1.993;7.576
germany;42;1982;18.549;2.982
germany;42;1983;15.703;9.627
germany;42;1984;13.066;14.273
germany;42;1985;10.072;10.509
germany;42;1986;13.148;6.500
germany;42;1987;3.666;5.372
germany;42;1988;6.218;5.816
germany;42;1989;17.527;13.919
germany;42;1990;11.411;6.866
germany;42;1991;15.354;4.783
germany;42;1992;18.618;4.532
germany;42;1993;22.616;7.430
germany;42;1994;14.951;7.503
germany;42;1995;15.349;9.897
germany;42;1996;22.775;6.464
germany;42;1997;16.327;3.054
germany;42;1998;27.515;26.155
germany;42;1999;6.641;6.372
germany;42;2000;9.634;9.473
germany;42;2001;16.971;10.663
germany;42;2002;7.876;9.799
germany;42;2003;9.089;4.615
germany;42;2004;25.080;4.022
germany;42;2005;17.481;7.799
germany;42;2006;19.175;4.305
germany;42;2007;13.844;4.763
germany;42;2008;1.188;6.864
germany;42;2009;13.192;3.560
germany;42;2010;12.775;14.371
germany;42;2011;2.392;6.570
germany;42;2012;10.784;5.921
germany;42;2013;26.350;8.748
germany;42;2014;1.679;1.170
germany;42;2015;0.662;3.042
germany;42;2016;5.723;6.305
germany;42;2017;3.515;9.336
germany;43;1982;21.356;3.942
germany;43;1983;8.847;8.500
germany;43;1984;12.427;13.260
germany;43;1985;9.920;10.165
germany;43;1986;4.629;12.801
germany;43;1987;6.939;5.715
germany;43;1988;8.717;4.414
germany;43;1989;14.327;13.288
germany;43;1990;11.730;6.423
germany;43;1991;8.220;4.235
germany;43;1992;11.124;7.433
germany;43;1993;14.393;8.384
germany;43;1994;15.208;7.844
germany;43;1995;14.733;9.892
germany;43;1996;29.663;14.282
germany;43;1997;9.693;7.609
germany;43;1998;26.188;27.912
germany;43;1999;9.667;6.012
germany;43;2000;12.593;7.954
germany;43;2001;13.647;9.698
germany;43;2002;7.299;8.130
germany;43;2003;9.345;5.605
germany;43;2004;16.104;3.245
germany;43;2005;15.776;8.337
germany;43;2006;15.711;6.879
germany;43;2007;15.029;4.194
germany;43;2008;1.437;5.667
germany;43;2009;15.103;5.785
germany;43;2010;9.134;11.327
germany;43;2011;2.025;6.959
germany;43;2012;2.580;7.634
germany;43;2013;15.131;8.213
germany;43;2014;1.679;1.418
germany;43;2015;4.362;0.364
germany;43;2016;5.204;4.778
germany;43;2017;9.471;10.189
germany;44;1982;28.780;5.211
germany;44;1983;11.441;9.041
germany;44;1984;5.329;14.218
germany;44;1985;7.363;9.150
germany;44;1986;10.360;4.241
germany;44;1987;10.955;5.010
germany;44;1988;11.539;5.733
germany;44;1989;10.781;12.243
germany;44;1990;7.543;6.083
germany;44;1991;6.711;5.579
germany;44;1992;15.260;12.451
germany;44;1993;13.680;9.610
germany;44;1994;12.509;6.896
germany;44;1995;13.494;9.666
germany;44;1996;32.580;15.253
germany;44;1997;10.188;8.938
germany;44;1998;29.916;33.474
germany;44;1999;5.656;4.289
germany;44;2000;11.317;9.123
germany;44;2001;12.563;9.959
germany;44;2002;0.001;7.186
germany;44;2003;8.983;4.892
germany;44;2004;17.440;1.031
germany;44;2005;9.509;8.052
germany;44;2006;7.426;6.965
germany;44;2007;21.129;5.521
germany;44;2008;1.679;6.373
germany;44;2009;8.290;6.096
germany;44;2010;6.548;10.478
germany;44;2011;5.323;6.802
germany;44;2012;5.028;9.593
germany;44;2013;6.731;8.882
germany;44;2014;4.449;8.644
germany;44;2015;6.969;2.307
germany;44;2016;1.033;7.228
germany;44;2017;6.795;8.153
germany;45;1982;19.841;5.708
germany;45;1983;10.393;9.568
germany;45;1984;7.194;9.162
germany;45;1985;5.528;12.043
germany;45;1986;9.780;6.183
germany;45;1987;11.126;6.158
germany;45;1988;9.998;5.207
germany;45;1989;10.041;12.389
germany;45;1990;10.296;7.639
germany;45;1991;25.358;2.981
germany;45;1992;6.759;11.606
germany;45;1993;16.004;9.667
germany;45;1994;10.498;7.341
germany;45;1995;5.236;8.652
germany;45;1996;18.992;13.191
germany;45;1997;10.391;10.249
germany;45;1998;58.012;11.780
germany;45;1999;6.539;3.957
germany;45;2000;4.318;8.843
germany;45;2001;6.146;10.828
germany;45;2002;1.679;16.765
germany;45;2003;8.501;5.139
germany;45;2004;13.244;2.621
germany;45;2005;8.173;8.279
germany;45;2006;3.482;6.624
germany;45;2007;8.824;7.548
germany;45;2008;3.647;4.737
germany;45;2009;10.603;8.360
germany;45;2010;5.889;8.419
germany;45;2011;7.436;6.678
germany;45;2012;4.969;9.587
germany;45;2013;13.682;12.657
germany;45;2014;1.679;6.916
