zone;week;climatic_year;cum_inflow_into_reservoirs;cum_nat_inflow_into_pump-storage_reservoirs
italy;34;1995;377.458;47.718
italy;34;1996;419.026;64.686
italy;34;1997;418.605;54.377
italy;34;1998;304.372;51.372
italy;34;1999;493.109;79.915
italy;34;2000;395.990;70.144
italy;34;2001;461.670;76.499
italy;34;2002;348.861;66.889
italy;34;2003;289.494;56.211
italy;34;2004;312.669;52.551
italy;34;2005;216.422;33.609
italy;34;2006;248.828;48.407
italy;34;2007;404.326;75.059
italy;34;2008;378.921;59.725
italy;34;2009;321.180;64.874
italy;34;2010;432.009;68.514
italy;34;2011;291.077;60.899
italy;34;2012;248.130;43.013
italy;34;2013;342.420;60.917
italy;34;2014;521.619;95.026
italy;34;2015;307.709;53.369
italy;34;2016;367.262;57.088
italy;34;2017;358.977;49.908
italy;35;1982;356.381;60.113
italy;35;1983;437.342;56.670
italy;35;1984;326.698;52.900
italy;35;1985;343.343;67.081
italy;35;1986;431.310;90.079
italy;35;1987;432.909;72.331
italy;35;1988;320.300;67.937
italy;35;1989;347.398;56.136
italy;35;1990;268.170;45.534
italy;35;1991;241.157;40.331
italy;35;1992;256.646;42.702
italy;35;1993;265.204;49.535
italy;35;1994;314.999;63.003
italy;35;1995;330.530;43.222
italy;35;1996;415.644;56.220
italy;35;1997;384.602;60.795
italy;35;1998;237.403;39.921
italy;35;1999;440.233;70.301
italy;35;2000;307.953;59.943
italy;35;2001;449.721;84.016
italy;35;2002;357.219;54.765
italy;35;2003;291.815;54.623
italy;35;2004;297.917;46.345
italy;35;2005;252.007;35.433
italy;35;2006;273.398;50.173
italy;35;2007;375.817;64.366
italy;35;2008;335.137;52.741
italy;35;2009;282.124;55.810
italy;35;2010;377.112;64.234
italy;35;2011;271.949;62.016
italy;35;2012;279.115;54.068
italy;35;2013;346.133;75.995
italy;35;2014;498.350;87.965
italy;35;2015;353.647;51.888
italy;35;2016;372.509;55.826
italy;35;2017;364.183;47.454
italy;36;1982;487.719;80.505
italy;36;1983;331.894;49.959
italy;36;1984;316.022;51.975
italy;36;1985;371.025;61.089
italy;36;1986;449.403;81.061
italy;36;1987;457.186;67.284
italy;36;1988;373.046;62.571
italy;36;1989;204.286;54.544
italy;36;1990;222.804;36.625
italy;36;1991;226.045;34.610
italy;36;1992;318.833;54.360
italy;36;1993;253.677;40.661
italy;36;1994;367.240;84.673
italy;36;1995;273.977;36.375
italy;36;1996;337.823;44.803
italy;36;1997;372.044;53.161
italy;36;1998;234.041;41.923
italy;36;1999;374.904;56.767
italy;36;2000;238.586;44.200
italy;36;2001;444.898;81.561
italy;36;2002;418.159;62.877
italy;36;2003;315.621;53.871
italy;36;2004;293.473;45.749
italy;36;2005;269.443;44.726
italy;36;2006;238.814;40.074
italy;36;2007;321.179;53.528
italy;36;2008;319.468;57.033
italy;36;2009;282.159;50.240
italy;36;2010;270.519;51.211
italy;36;2011;248.604;54.692
italy;36;2012;267.599;57.857
italy;36;2013;371.589;78.589
italy;36;2014;430.002;78.295
italy;36;2015;400.538;51.906
italy;36;2016;428.672;59.621
italy;36;2017;386.641;53.755
italy;37;1982;477.725;89.590
italy;37;1983;384.771;63.984
italy;37;1984;459.317;74.952
italy;37;1985;289.212;52.046
italy;37;1986;364.063;48.606
italy;37;1987;425.670;59.161
italy;37;1988;359.395;55.227
italy;37;1989;265.517;57.832
italy;37;1990;234.128;34.855
italy;37;1991;206.474;19.960
italy;37;1992;343.344;47.114
italy;37;1993;270.708;38.724
italy;37;1994;467.840;91.832
italy;37;1995;320.570;38.027
italy;37;1996;297.545;39.464
italy;37;1997;341.379;48.058
italy;37;1998;308.213;54.922
italy;37;1999;329.807;48.259
italy;37;2000;337.484;51.319
italy;37;2001;388.868;57.056
italy;37;2002;366.134;49.322
italy;37;2003;234.994;39.184
italy;37;2004;255.255;45.463
italy;37;2005;261.666;26.837
italy;37;2006;240.672;42.489
italy;37;2007;267.745;38.840
italy;37;2008;404.489;66.967
italy;37;2009;274.980;45.044
italy;37;2010;313.803;53.585
italy;37;2011;299.341;65.096
italy;37;2012;307.831;50.373
italy;37;2013;322.823;62.039
italy;37;2014;456.594;67.650
italy;37;2015;324.517;32.379
italy;37;2016;344.651;65.744
italy;37;2017;365.364;40.127
italy;38;1982;565.895;128.576
italy;38;1983;452.048;78.892
italy;38;1984;434.606;76.755
italy;38;1985;228.192;51.499
italy;38;1986;309.320;51.644
italy;38;1987;347.092;58.303
italy;38;1988;321.363;61.564
italy;38;1989;247.526;38.407
italy;38;1990;220.504;31.835
italy;38;1991;178.264;20.322
italy;38;1992;300.106;41.637
italy;38;1993;380.019;65.632
italy;38;1994;565.507;129.171
italy;38;1995;425.177;56.912
italy;38;1996;316.605;42.445
italy;38;1997;286.234;36.921
italy;38;1998;336.290;75.703
italy;38;1999;288.357;39.054
italy;38;2000;272.403;44.624
italy;38;2001;292.199;38.038
italy;38;2002;296.839;43.565
italy;38;2003;271.586;43.773
italy;38;2004;211.366;48.567
italy;38;2005;262.910;26.140
italy;38;2006;354.680;81.056
italy;38;2007;269.100;38.892
italy;38;2008;355.709;60.203
italy;38;2009;348.323;43.455
italy;38;2010;284.255;44.221
italy;38;2011;326.512;64.327
italy;38;2012;246.859;50.371
italy;38;2013;298.901;35.149
italy;38;2014;389.103;53.195
italy;38;2015;391.103;63.519
italy;38;2016;333.277;59.453
italy;38;2017;409.775;89.033
italy;39;1982;406.610;84.513
italy;39;1983;431.112;69.862
italy;39;1984;487.152;81.538
italy;39;1985;281.635;51.919
italy;39;1986;266.284;36.094
italy;39;1987;297.885;55.251
italy;39;1988;361.294;66.192
italy;39;1989;271.910;44.721
italy;39;1990;268.874;40.735
italy;39;1991;255.176;30.636
italy;39;1992;376.107;42.481
italy;39;1993;489.084;115.035
italy;39;1994;517.764;105.173
italy;39;1995;441.230;77.117
italy;39;1996;325.626;44.312
italy;39;1997;347.681;72.769
italy;39;1998;317.942;53.644
italy;39;1999;512.308;90.706
italy;39;2000;255.915;35.727
italy;39;2001;304.248;34.609
italy;39;2002;332.993;53.008
italy;39;2003;264.290;38.002
italy;39;2004;182.506;33.789
italy;39;2005;238.591;34.342
italy;39;2006;280.592;58.118
italy;39;2007;378.047;77.139
italy;39;2008;303.745;42.658
italy;39;2009;285.536;63.563
italy;39;2010;323.877;53.939
italy;39;2011;357.061;61.514
italy;39;2012;186.265;37.062
italy;39;2013;254.828;29.961
italy;39;2014;339.127;57.109
italy;39;2015;321.889;56.032
italy;39;2016;301.663;53.271
italy;39;2017;371.247;65.247
italy;40;1982;430.037;70.857
italy;40;1983;337.090;62.781
italy;40;1984;486.677;97.425
italy;40;1985;278.341;50.329
italy;40;1986;231.317;25.630
italy;40;1987;304.044;49.123
italy;40;1988;279.886;51.559
italy;40;1989;287.619;42.619
italy;40;1990;303.707;54.162
italy;40;1991;609.151;89.570
italy;40;1992;459.856;83.875
italy;40;1993;821.827;175.256
italy;40;1994;507.943;106.905
italy;40;1995;370.541;70.480
italy;40;1996;361.321;69.812
italy;40;1997;305.434;44.129
italy;40;1998;322.647;48.882
italy;40;1999;602.521;99.980
italy;40;2000;240.921;28.501
italy;40;2001;284.612;38.345
italy;40;2002;227.807;31.218
italy;40;2003;210.519;33.607
italy;40;2004;185.640;29.133
italy;40;2005;205.218;26.592
italy;40;2006;452.018;91.268
italy;40;2007;253.809;52.401
italy;40;2008;258.837;34.498
italy;40;2009;281.991;73.847
italy;40;2010;294.282;61.741
italy;40;2011;304.133;59.694
italy;40;2012;241.954;45.279
italy;40;2013;286.333;45.186
italy;40;2014;339.017;50.498
italy;40;2015;322.104;40.237
italy;40;2016;297.866;43.159
italy;40;2017;314.816;54.828
italy;41;1982;469.893;90.642
italy;41;1983;280.253;50.121
italy;41;1984;437.933;76.395
italy;41;1985;261.241;47.625
italy;41;1986;271.951;46.230
italy;41;1987;355.920;51.988
italy;41;1988;224.097;39.444
italy;41;1989;278.750;40.485
italy;41;1990;309.338;51.500
italy;41;1991;544.939;114.708
italy;41;1992;502.750;142.694
italy;41;1993;825.868;203.728
italy;41;1994;477.936;94.447
italy;41;1995;309.926;53.878
italy;41;1996;214.745;52.450
italy;41;1997;227.653;37.773
italy;41;1998;640.905;171.741
italy;41;1999;558.156;93.356
italy;41;2000;231.604;45.030
italy;41;2001;316.755;54.868
italy;41;2002;229.242;31.522
italy;41;2003;262.548;44.214
italy;41;2004;197.416;33.414
italy;41;2005;417.753;73.082
italy;41;2006;243.979;45.347
italy;41;2007;228.275;44.518
italy;41;2008;230.058;37.289
italy;41;2009;227.247;49.051
italy;41;2010;283.299;61.340
italy;41;2011;289.140;50.395
italy;41;2012;303.012;60.440
italy;41;2013;345.755;46.604
italy;41;2014;327.010;48.951
italy;41;2015;360.677;54.516
italy;41;2016;276.421;38.990
italy;41;2017;288.168;38.330
italy;42;1982;382.598;97.200
italy;42;1983;252.556;42.172
italy;42;1984;407.052;75.428
italy;42;1985;266.030;43.870
italy;42;1986;258.834;52.890
italy;42;1987;520.393;108.987
italy;42;1988;478.226;95.167
italy;42;1989;397.885;55.229
italy;42;1990;376.228;68.772
italy;42;1991;550.490;118.833
italy;42;1992;397.036;89.439
italy;42;1993;856.494;193.661
italy;42;1994;423.005;70.706
italy;42;1995;302.677;56.425
italy;42;1996;254.444;69.046
italy;42;1997;223.719;26.781
italy;42;1998;346.013;85.012
italy;42;1999;406.866;57.717
italy;42;2000;491.642;89.126
italy;42;2001;324.878;50.135
italy;42;2002;193.146;37.465
italy;42;2003;364.552;43.449
italy;42;2004;232.832;32.422
italy;42;2005;259.516;46.505
italy;42;2006;304.322;57.758
italy;42;2007;243.797;39.548
italy;42;2008;240.534;38.135
italy;42;2009;305.403;56.498
italy;42;2010;302.777;61.354
italy;42;2011;253.940;51.831
italy;42;2012;264.118;38.650
italy;42;2013;335.988;50.369
italy;42;2014;380.219;65.608
italy;42;2015;383.545;73.133
italy;42;2016;325.550;41.031
italy;42;2017;263.039;34.018
italy;43;1982;368.702;85.820
italy;43;1983;284.039;35.958
italy;43;1984;339.334;56.166
italy;43;1985;215.215;41.194
italy;43;1986;234.368;43.776
italy;43;1987;429.800;81.770
italy;43;1988;547.591;97.402
italy;43;1989;316.804;43.835
italy;43;1990;338.242;74.721
italy;43;1991;394.298;82.737
italy;43;1992;377.280;73.912
italy;43;1993;711.410;114.065
italy;43;1994;402.733;38.246
italy;43;1995;289.774;51.067
italy;43;1996;152.580;44.818
italy;43;1997;265.943;28.025
italy;43;1998;334.729;72.192
italy;43;1999;463.778;51.957
italy;43;2000;755.667;153.487
italy;43;2001;344.600;50.715
italy;43;2002;253.912;55.929
italy;43;2003;272.516;19.010
italy;43;2004;185.785;25.205
italy;43;2005;270.069;45.328
italy;43;2006;315.581;39.925
italy;43;2007;267.532;37.985
italy;43;2008;227.431;37.983
italy;43;2009;265.690;46.985
italy;43;2010;299.158;63.328
italy;43;2011;217.996;40.512
italy;43;2012;309.031;51.285
italy;43;2013;383.017;83.998
italy;43;2014;349.715;48.921
italy;43;2015;427.313;63.007
italy;43;2016;312.399;37.861
italy;43;2017;239.175;34.740
italy;44;1982;208.338;79.425
italy;44;1983;228.855;34.017
italy;44;1984;285.356;45.545
italy;44;1985;280.955;59.355
italy;44;1986;288.322;50.166
italy;44;1987;415.332;61.659
italy;44;1988;444.230;67.247
italy;44;1989;279.847;38.936
italy;44;1990;349.641;83.694
italy;44;1991;306.758;52.092
italy;44;1992;317.316;68.917
italy;44;1993;508.279;89.721
italy;44;1994;335.379;40.069
italy;44;1995;273.392;47.489
italy;44;1996;202.601;38.183
italy;44;1997;321.034;58.727
italy;44;1998;260.814;47.817
italy;44;1999;475.213;74.607
italy;44;2000;446.914;71.538
italy;44;2001;281.970;42.203
italy;44;2002;252.590;44.431
italy;44;2003;257.881;14.286
italy;44;2004;300.270;38.738
italy;44;2005;232.616;38.508
italy;44;2006;243.429;42.089
italy;44;2007;315.488;51.377
italy;44;2008;370.614;62.419
italy;44;2009;243.184;45.076
italy;44;2010;323.063;47.552
italy;44;2011;292.995;47.667
italy;44;2012;282.347;43.020
italy;44;2013;461.668;99.590
italy;44;2014;313.152;42.552
italy;44;2015;378.362;55.702
italy;44;2016;322.408;46.215
italy;44;2017;212.207;27.879
italy;45;1982;229.812;68.123
italy;45;1983;281.690;28.218
italy;45;1984;268.807;46.045
italy;45;1985;214.670;37.777
italy;45;1986;303.301;64.076
italy;45;1987;331.665;46.141
italy;45;1988;343.694;44.423
italy;45;1989;208.575;30.114
italy;45;1990;285.136;55.546
italy;45;1991;263.802;36.601
italy;45;1992;292.288;74.179
italy;45;1993;408.819;82.672
italy;45;1994;401.750;59.775
italy;45;1995;252.888;37.290
italy;45;1996;211.880;36.654
italy;45;1997;281.635;30.005
italy;45;1998;240.552;50.393
italy;45;1999;416.988;66.443
italy;45;2000;437.448;75.622
italy;45;2001;264.315;32.915
italy;45;2002;227.253;39.773
italy;45;2003;264.304;28.626
italy;45;2004;341.027;108.023
italy;45;2005;270.428;42.833
italy;45;2006;269.500;42.923
italy;45;2007;243.476;38.929
italy;45;2008;476.778;78.196
italy;45;2009;301.905;41.409
italy;45;2010;412.455;70.285
italy;45;2011;307.197;54.546
italy;45;2012;318.797;53.295
italy;45;2013;375.408;84.703
italy;45;2014;430.087;77.837
italy;45;2015;361.232;61.794
italy;45;2016;278.240;40.455
italy;45;2017;208.608;31.319
italy;46;1982;388.259;102.116
italy;46;1983;313.096;40.947
italy;46;1984;261.436;46.072
italy;46;1985;293.268;53.260
italy;46;1986;234.898;24.202
italy;46;1987;358.421;53.721
italy;46;1988;325.724;51.343
italy;46;1989;350.607;57.044
italy;46;1990;417.538;84.198
italy;46;1991;362.401;49.560
italy;46;1992;285.721;48.088
italy;46;1993;323.696;77.229
italy;46;1994;494.331;114.751
italy;46;1995;267.873;33.089
italy;46;1996;320.452;80.127
italy;46;1997;322.553;51.406
italy;46;1998;233.012;39.597
italy;46;1999;254.751;46.239
italy;46;2000;573.421;94.764
italy;46;2001;292.256;26.942
italy;46;2002;515.320;71.214
italy;46;2003;214.217;15.133
italy;46;2004;401.780;65.918
italy;46;2005;213.176;34.546
italy;46;2006;274.179;43.583
italy;46;2007;236.458;26.590
italy;46;2008;388.386;71.688
italy;46;2009;234.998;46.542
italy;46;2010;381.561;72.066
italy;46;2011;518.729;95.130
italy;46;2012;463.585;66.544
italy;46;2013;469.634;87.335
italy;46;2014;579.146;132.658
italy;46;2015;345.523;41.745
italy;46;2016;359.752;56.045
italy;46;2017;294.149;35.555
italy;47;1982;300.522;104.444
italy;47;1983;258.436;30.867
italy;47;1984;314.193;42.336
italy;47;1985;665.986;107.178
italy;47;1986;330.683;29.931
italy;47;1987;326.154;55.735
italy;47;1988;353.065;50.608
italy;47;1989;229.611;32.273
italy;47;1990;296.761;40.320
italy;47;1991;446.266;90.541
italy;47;1992;349.372;64.191
italy;47;1993;336.840;60.265
italy;47;1994;359.819;70.339
italy;47;1995;224.606;13.775
italy;47;1996;414.546;146.163
italy;47;1997;367.250;60.295
italy;47;1998;197.199;40.339
italy;47;1999;305.318;63.112
italy;47;2000;483.365;90.111
italy;47;2001;255.338;29.696
italy;47;2002;740.852;136.633
italy;47;2003;253.025;24.131
italy;47;2004;528.009;70.989
italy;47;2005;231.071;23.671
italy;47;2006;243.384;46.417
italy;47;2007;213.981;29.592
italy;47;2008;319.149;51.325
italy;47;2009;150.962;20.045
italy;47;2010;410.959;80.719
italy;47;2011;321.077;73.116
italy;47;2012;445.647;94.542
italy;47;2013;485.339;63.129
italy;47;2014;578.321;134.422
italy;47;2015;287.154;36.765
italy;47;2016;337.316;54.549
italy;47;2017;265.766;34.649
italy;48;1982;240.111;62.189
italy;48;1983;247.713;21.378
italy;48;1984;278.138;45.511
italy;48;1985;356.200;43.840
italy;48;1986;323.885;33.780
italy;48;1987;500.113;99.520
italy;48;1988;386.122;51.524
italy;48;1989;311.600;42.936
italy;48;1990;375.871;70.554
italy;48;1991;487.837;94.687
italy;48;1992;289.040;41.660
italy;48;1993;295.081;71.222
italy;48;1994;323.412;57.242
italy;48;1995;254.080;50.168
italy;48;1996;281.988;83.995
italy;48;1997;525.174;86.417
italy;48;1998;277.728;50.627
italy;48;1999;185.244;58.036
italy;48;2000;512.212;86.838
italy;48;2001;305.918;30.899
italy;48;2002;780.031;158.635
italy;48;2003;317.159;29.121
italy;48;2004;294.029;44.638
italy;48;2005;373.269;55.310
italy;48;2006;254.649;41.759
italy;48;2007;251.530;37.371
italy;48;2008;347.740;55.553
italy;48;2009;173.502;25.725
italy;48;2010;366.194;73.862
italy;48;2011;314.583;58.421
italy;48;2012;356.658;64.098
italy;48;2013;379.380;61.497
italy;48;2014;481.648;64.474
italy;48;2015;300.756;38.722
italy;48;2016;319.507;63.131
italy;48;2017;225.993;20.663
italy;49;1982;338.569;64.470
italy;49;1983;259.147;34.945
italy;49;1984;239.742;36.660
italy;49;1985;266.415;37.945
italy;49;1986;234.693;35.356
italy;49;1987;491.969;91.223
italy;49;1988;388.227;48.992
italy;49;1989;305.055;42.811
italy;49;1990;224.752;28.321
italy;49;1991;305.513;54.197
italy;49;1992;378.363;74.016
italy;49;1993;276.042;55.305
italy;49;1994;312.154;53.471
italy;49;1995;238.102;47.865
italy;49;1996;183.964;44.718
italy;49;1997;373.986;56.766
italy;49;1998;306.720;44.543
italy;49;1999;197.138;77.375
italy;49;2000;357.024;54.465
italy;49;2001;259.183;27.023
italy;49;2002;505.272;93.632
italy;49;2003;232.220;26.946
italy;49;2004;297.869;39.325
italy;49;2005;341.114;60.123
italy;49;2006;254.169;38.438
italy;49;2007;213.457;33.073
italy;49;2008;372.589;61.181
italy;49;2009;322.708;59.707
italy;49;2010;363.327;55.078
italy;49;2011;309.758;51.397
italy;49;2012;395.938;71.505
italy;49;2013;604.057;70.532
italy;49;2014;592.652;84.932
italy;49;2015;301.480;33.005
italy;49;2016;307.295;55.494
italy;49;2017;243.660;21.320
italy;50;1982;266.270;52.167
italy;50;1983;306.691;45.014
italy;50;1984;235.116;46.007
italy;50;1985;279.579;37.397
italy;50;1986;233.211;32.964
italy;50;1987;445.376;83.771
italy;50;1988;309.301;44.960
italy;50;1989;339.014;46.955
italy;50;1990;241.096;26.545
italy;50;1991;267.274;32.435
italy;50;1992;361.516;106.959
italy;50;1993;276.016;40.581
italy;50;1994;305.472;52.949
italy;50;1995;198.124;29.608
italy;50;1996;156.405;45.345
italy;50;1997;240.143;46.293
italy;50;1998;219.113;33.484
italy;50;1999;110.033;37.734
italy;50;2000;256.096;46.062
italy;50;2001;270.709;34.392
italy;50;2002;331.606;62.303
italy;50;2003;188.971;25.206
italy;50;2004;205.698;27.923
italy;50;2005;416.635;73.807
italy;50;2006;365.833;37.563
italy;50;2007;228.198;32.569
italy;50;2008;401.898;61.801
italy;50;2009;254.212;45.947
italy;50;2010;304.065;60.333
italy;50;2011;239.299;39.573
italy;50;2012;329.161;65.188
italy;50;2013;405.967;51.710
italy;50;2014;421.611;64.961
italy;50;2015;236.347;27.136
italy;50;2016;249.180;39.098
italy;50;2017;211.603;10.646
italy;51;1982;278.690;48.564
italy;51;1983;235.701;23.565
italy;51;1984;198.851;41.538
italy;51;1985;255.730;47.150
italy;51;1986;268.493;47.391
italy;51;1987;396.580;60.937
italy;51;1988;276.683;32.804
italy;51;1989;271.176;39.614
italy;51;1990;167.094;14.765
italy;51;1991;233.393;30.299
italy;51;1992;289.155;55.142
italy;51;1993;219.784;31.530
italy;51;1994;280.659;49.647
italy;51;1995;235.734;29.037
italy;51;1996;156.769;41.135
italy;51;1997;220.427;39.569
italy;51;1998;214.043;26.831
italy;51;1999;251.413;81.344
italy;51;2000;291.870;46.170
italy;51;2001;244.837;32.478
italy;51;2002;292.437;46.525
italy;51;2003;165.021;20.671
italy;51;2004;246.499;21.469
italy;51;2005;305.445;48.049
italy;51;2006;295.140;59.313
italy;51;2007;213.028;29.783
italy;51;2008;434.482;61.733
italy;51;2009;288.848;38.878
italy;51;2010;274.011;47.062
italy;51;2011;218.777;43.245
italy;51;2012;292.657;44.269
italy;51;2013;348.159;32.168
italy;51;2014;406.623;58.498
italy;51;2015;267.634;35.554
italy;51;2016;313.746;44.567
italy;51;2017;290.194;17.549
italy;52;1982;280.491;68.870
italy;52;1983;357.876;43.953
italy;52;1984;298.761;43.284
italy;52;1985;253.411;48.941
italy;52;1986;207.594;34.601
italy;52;1987;251.173;30.823
italy;52;1988;281.162;35.759
italy;52;1989;280.205;56.805
italy;52;1990;256.700;30.529
italy;52;1991;206.799;23.408
italy;52;1992;290.009;54.573
italy;52;1993;218.226;22.985
italy;52;1994;229.864;49.231
italy;52;1995;186.637;31.292
italy;52;1996;212.464;47.128
italy;52;1997;233.655;40.014
italy;52;1998;231.510;35.883
italy;52;1999;177.176;45.487
italy;52;2000;258.895;44.609
italy;52;2001;268.834;29.508
italy;52;2002;282.264;37.620
italy;52;2003;198.921;34.059
italy;52;2004;302.761;33.197
italy;52;2005;244.218;30.552
italy;52;2006;314.598;54.781
italy;52;2007;224.094;32.774
italy;52;2008;321.831;47.567
italy;52;2009;290.622;26.816
italy;52;2010;309.088;53.764
italy;52;2011;238.740;38.980
italy;52;2012;255.683;32.016
italy;52;2013;347.616;37.077
italy;52;2014;359.663;51.347
italy;52;2015;266.178;37.328
italy;52;2016;264.741;56.998
italy;52;2017;251.990;16.256
italy;53;1984;265.467;54.715
italy;53;1985;27.966;0.000
italy;53;1989;229.514;39.782
italy;53;1990;16.458;0.000
italy;53;1995;208.772;38.635
italy;53;1996;41.216;0.000
italy;53;2000;281.562;51.334
italy;53;2001;62.876;0.000
italy;53;2006;219.641;41.453
italy;53;2007;15.318;0.000
italy;53;2012;187.825;29.059
italy;53;2013;31.923;0.000
italy;53;2017;222.305;21.073
poland;1;1982;8.336;2.569
poland;1;1983;3.930;0.185
poland;1;1984;4.517;1.135
poland;1;1985;2.684;0.335
poland;1;1986;11.561;2.866
poland;1;1987;5.526;2.072
poland;1;1988;4.352;2.317
poland;1;1989;5.439;2.283
poland;1;1990;3.976;0.610
poland;1;1991;2.044;1.454
poland;1;1992;1.790;0.772
poland;1;1993;5.264;1.295
poland;1;1994;5.786;1.621
poland;1;1995;5.296;1.779
poland;1;1996;3.156;1.042
poland;1;1997;3.271;0.960
poland;1;1998;4.359;2.435
poland;1;1999;6.761;2.275
poland;1;2000;4.054;1.454
poland;1;2001;2.866;0.148
poland;1;2002;2.580;1.353
poland;1;2003;3.141;0.886
poland;1;2004;5.119;1.594
poland;1;2005;7.907;4.729
poland;1;2006;5.319;1.648
poland;1;2007;7.725;4.415
poland;1;2008;6.749;3.877
poland;1;2009;13.168;3.850
poland;1;2010;4.485;1.378
poland;1;2011;6.773;1.612
poland;1;2012;3.260;0.917
poland;1;2013;3.039;1.933
poland;1;2014;3.264;0.821
poland;1;2015;2.168;0.987
poland;1;2016;3.175;0.659
poland;1;2017;5.337;0.467
poland;2;1982;10.630;4.389
poland;2;1983;4.401;0.810
poland;2;1984;4.363;1.331
poland;2;1985;2.684;0.296
poland;2;1986;7.480;2.506
poland;2;1987;3.290;1.226
poland;2;1988;5.617;2.325
poland;2;1989;6.291;2.167
poland;2;1990;3.596;0.666
poland;2;1991;1.924;1.728
poland;2;1992;1.824;1.123
poland;2;1993;3.505;1.399
poland;2;1994;6.519;1.697
poland;2;1995;5.875;2.191
poland;2;1996;3.274;0.822
poland;2;1997;3.224;0.817
poland;2;1998;5.455;2.870
poland;2;1999;6.029;2.109
poland;2;2000;4.039;1.881
poland;2;2001;3.478;0.262
poland;2;2002;2.361;1.197
poland;2;2003;1.612;0.819
poland;2;2004;5.322;1.080
poland;2;2005;12.587;6.174
poland;2;2006;5.820;1.196
poland;2;2007;10.062;4.984
poland;2;2008;4.959;3.810
poland;2;2009;9.948;3.357
poland;2;2010;6.997;1.552
poland;2;2011;4.694;1.351
poland;2;2012;4.062;1.593
poland;2;2013;3.821;2.358
poland;2;2014;3.825;0.944
poland;2;2015;2.418;1.524
poland;2;2016;2.948;0.377
poland;2;2017;3.559;1.219
poland;3;1982;7.686;3.210
poland;3;1983;3.842;1.035
poland;3;1984;4.658;1.504
poland;3;1985;2.736;0.228
poland;3;1986;4.323;2.732
poland;3;1987;2.963;0.730
poland;3;1988;5.877;1.948
poland;3;1989;5.690;1.894
poland;3;1990;3.382;0.736
poland;3;1991;1.967;1.582
poland;3;1992;1.987;1.212
poland;3;1993;3.760;2.092
poland;3;1994;5.010;1.867
poland;3;1995;5.918;2.153
poland;3;1996;2.651;0.697
poland;3;1997;2.973;0.636
poland;3;1998;6.029;2.967
poland;3;1999;6.395;2.171
poland;3;2000;3.031;1.478
poland;3;2001;1.823;0.016
poland;3;2002;2.213;0.902
poland;3;2003;3.241;1.021
poland;3;2004;8.609;2.867
poland;3;2005;11.275;4.991
poland;3;2006;3.567;1.017
poland;3;2007;12.910;6.090
poland;3;2008;7.999;4.003
poland;3;2009;7.650;2.943
poland;3;2010;7.734;1.507
poland;3;2011;7.439;1.909
poland;3;2012;4.450;2.137
poland;3;2013;3.120;1.990
poland;3;2014;3.368;1.030
poland;3;2015;3.206;2.477
poland;3;2016;3.834;0.555
poland;3;2017;3.352;1.293
poland;4;1982;6.765;2.730
poland;4;1983;4.878;1.790
poland;4;1984;4.635;1.987
poland;4;1985;3.441;0.498
poland;4;1986;7.525;4.633
poland;4;1987;3.058;0.553
poland;4;1988;4.907;1.627
poland;4;1989;6.029;1.814
poland;4;1990;3.804;1.112
poland;4;1991;1.512;1.200
poland;4;1992;2.523;1.706
poland;4;1993;4.753;2.379
poland;4;1994;5.223;2.238
poland;4;1995;4.199;1.989
poland;4;1996;2.618;0.608
poland;4;1997;3.109;0.660
poland;4;1998;5.625;3.050
poland;4;1999;5.858;2.174
poland;4;2000;4.329;1.571
poland;4;2001;2.734;0.022
poland;4;2002;6.449;3.271
poland;4;2003;2.130;0.837
poland;4;2004;8.444;3.012
poland;4;2005;10.845;4.389
poland;4;2006;3.289;0.911
poland;4;2007;16.951;6.304
poland;4;2008;19.428;6.727
poland;4;2009;9.771;3.244
poland;4;2010;5.445;1.085
poland;4;2011;9.685;1.516
poland;4;2012;4.028;1.883
poland;4;2013;2.770;1.577
poland;4;2014;3.895;1.156
poland;4;2015;2.936;2.259
poland;4;2016;2.719;0.563
poland;4;2017;3.186;1.239
poland;5;1982;5.369;2.905
poland;5;1983;4.991;2.298
poland;5;1984;3.518;1.123
poland;5;1985;4.300;0.937
poland;5;1986;6.317;3.746
poland;5;1987;2.395;0.412
poland;5;1988;6.448;1.955
poland;5;1989;5.704;1.524
poland;5;1990;3.995;0.963
poland;5;1991;1.391;0.855
poland;5;1992;1.949;1.044
poland;5;1993;7.992;2.965
poland;5;1994;6.276;4.088
poland;5;1995;5.067;3.200
poland;5;1996;2.612;0.521
poland;5;1997;2.979;0.707
poland;5;1998;6.017;2.874
poland;5;1999;5.659;1.975
poland;5;2000;4.142;1.706
poland;5;2001;2.985;0.086
poland;5;2002;6.584;6.093
poland;5;2003;3.017;1.253
poland;5;2004;6.348;1.845
poland;5;2005;8.735;3.888
poland;5;2006;2.885;0.833
poland;5;2007;11.410;6.101
poland;5;2008;15.526;6.053
poland;5;2009;11.825;2.824
poland;5;2010;4.788;0.902
poland;5;2011;5.705;1.363
poland;5;2012;4.236;1.964
poland;5;2013;5.825;2.287
poland;5;2014;2.615;0.927
poland;5;2015;2.923;2.098
poland;5;2016;3.313;1.237
poland;5;2017;2.934;1.130
poland;6;1982;5.694;2.928
poland;6;1983;5.578;2.730
poland;6;1984;3.626;0.990
poland;6;1985;3.550;1.203
poland;6;1986;5.885;3.012
poland;6;1987;2.384;0.498
poland;6;1988;5.671;2.591
